Year,City,Sport,Athlete,Country,Gender,Medal
2012,London,Athletics,"MUTAI, Abel Kiprop",KEN,Men,Bronze
2012,London,Athletics,"GHRIBI, Habiba",TUN,Women,Gold
2012,London,Athletics,"ASSEFA, Sofia",ETH,Women,Silver
2012,London,Athletics,"CHEYWA, Milcah Chemos",KEN,Women,Bronze
2012,London,Athletics,"JAMES, Kirani",GRN,Men,Gold
2012,London,Athletics,"SANTOS, Luguelin",DOM,Men,Silver
2012,London,Athletics,"GORDON, Lalonde",TTO,Men,Bronze
2012,London,Athletics,"RICHARDS-ROSS, Sanya",USA,Women,Gold
2012,London,Athletics,"OHURUOGU, Christine",GBR,Women,Silver
2012,London,Athletics,"TROTTER, DeeDee",USA,Women,Bronze
2012,London,Athletics,"SANCHEZ, Felix",DOM,Men,Gold
2012,London,Athletics,"TINSLEY, Michael",USA,Men,Silver
2012,London,Athletics,"CULSON, Javier",PUR,Men,Bronze
2012,London,Athletics,"ANTYUKH, Natalya",RUS,Women,Gold
2012,London,Athletics,"DEMUS, Lashinda",USA,Women,Silver
2012,London,Athletics,"HEJNOVA, Zuzana",CZE,Women,Bronze
2012,London,Athletics,"BAILEY-COLE, Kemar",JAM,Men,Gold
2012,London,Athletics,"BLAKE, Yohan",JAM,Men,Gold
2012,London,Athletics,"BOLT, Usain",JAM,Men,Gold
2012,London,Athletics,"CARTER, Nesta",JAM,Men,Gold
2012,London,Athletics,"FRATER, Michael",JAM,Men,Gold
2012,London,Athletics,"BLEDMAN, Keston",TTO,Men,Silver
2012,London,Athletics,"BURNS, Marc",TTO,Men,Silver
2012,London,Athletics,"CALLENDER, Emmanuel",TTO,Men,Silver
2012,London,Athletics,"THOMPSON, Richard",TTO,Men,Silver
2012,London,Athletics,"LEMAITRE, Christophe",FRA,Men,Bronze
2012,London,Athletics,"PESSONNEAUX, Pierre-Alexis",FRA,Men,Bronze
2012,London,Athletics,"POGNON, Ronald",FRA,Men,Bronze
2012,London,Athletics,"VICAUT, Jimmy",FRA,Men,Bronze
2012,London,Athletics,"FELIX, Allyson",USA,Women,Gold
2012,London,Athletics,"JETER, Carmelita",USA,Women,Gold
2012,London,Athletics,"KNIGHT, Bianca",USA,Women,Gold
2012,London,Athletics,"MADISON, Tianna",USA,Women,Gold
2012,London,Athletics,"TARMOH, Jeneba",USA,Women,Gold
2012,London,Athletics,"WILLIAMS, Lauryn",USA,Women,Gold
2012,London,Athletics,"CALVERT, Schillonie",JAM,Women,Silver
2012,London,Athletics,"CAMPBELL-BROWN, Veronica",JAM,Women,Silver
2012,London,Athletics,"FRASER-PRYCE, Shelly-Ann",JAM,Women,Silver
2012,London,Athletics,"HENRY-ROBINSON, Samantha",JAM,Women,Silver
2012,London,Athletics,"SIMPSON, Sherone",JAM,Women,Silver
2012,London,Athletics,"STEWART, Kerron",JAM,Women,Silver
2012,London,Athletics,"BRYZGINA, Yelyzaveta",UKR,Women,Bronze
2012,London,Athletics,"POVH, Olesya",UKR,Women,Bronze
2012,London,Athletics,"RYEMYEN, Mariya",UKR,Women,Bronze
2012,London,Athletics,"STUY, Hrystyna",UKR,Women,Bronze
2012,London,Athletics,"BROWN, Chris",BAH,Men,Gold
2012,London,Athletics,"MATHIEU, Michael",BAH,Men,Gold
2012,London,Athletics,"MILLER, Ramon",BAH,Men,Gold
2012,London,Athletics,"PINDER, Demetrius",BAH,Men,Gold
2012,London,Athletics,"MANCE, Joshua",USA,Men,Silver
2012,London,Athletics,"MCQUAY, Tony",USA,Men,Silver
2012,London,Athletics,"MITCHELL, Manteo",USA,Men,Silver
2012,London,Athletics,"NELLUM, Bryshon",USA,Men,Silver
2012,London,Athletics,"TAYLOR, Angelo",USA,Men,Silver
2012,London,Athletics,"ALLEYNE-FORTE, Ade",TTO,Men,Bronze
2012,London,Athletics,"GORDON, Lalonde",TTO,Men,Bronze
2012,London,Athletics,"LENDORE, Deon",TTO,Men,Bronze
2012,London,Athletics,"SOLOMON, Jarrin",TTO,Men,Bronze
2012,London,Athletics,"BAKER, Keshia",USA,Women,Gold
2012,London,Athletics,"DIXON, Diamond",USA,Women,Gold
2012,London,Athletics,"FELIX, Allyson",USA,Women,Gold
2012,London,Athletics,"MCCORORY, Francena",USA,Women,Gold
2012,London,Athletics,"RICHARDS-ROSS, Sanya",USA,Women,Gold
2012,London,Athletics,"TROTTER, DeeDee",USA,Women,Gold
2012,London,Athletics,"ANTYUKH, Natalya",RUS,Women,Silver
2012,London,Athletics,"FIROVA, Tatiana",RUS,Women,Silver
2012,London,Athletics,"GUSHCHINA, Yulia",RUS,Women,Silver
2012,London,Athletics,"KAPACHINSKAYA, Anastasiya",RUS,Women,Silver
2012,London,Athletics,"KRIVOSHAPKA, Antonina",RUS,Women,Silver
2012,London,Athletics,"NAZAROVA, Natalya",RUS,Women,Silver
2012,London,Athletics,"DAY, Christine",JAM,Women,Bronze
2012,London,Athletics,"LLOYD, Shereefa",JAM,Women,Bronze
2012,London,Athletics,"WHYTE, Rosemarie",JAM,Women,Bronze
2012,London,Athletics,"WILLIAMS, Shericka",JAM,Women,Bronze
2012,London,Athletics,"WILLIAMS-MILLS, Novlene",JAM,Women,Bronze
2012,London,Athletics,"FARAH, Mo",GBR,Men,Gold
2012,London,Athletics,"GEBREMESKEL, Dejen",ETH,Men,Silver
2012,London,Athletics,"LONGOSIWA, Thomas Pkemei",KEN,Men,Bronze
2012,London,Athletics,"DEFAR, Meseret",ETH,Women,Gold
2012,London,Athletics,"CHERUIYOT, Vivian",KEN,Women,Silver
2012,London,Athletics,"DIBABA, Tirunesh",ETH,Women,Bronze
2012,London,Athletics,"TALLENT, Jared",AUS,Men,Gold
2012,London,Athletics,"SI, Tianfeng",CHN,Men,Silver
2012,London,Athletics,"HEFFERNAN, Robert",IRL,Men,Bronze
2012,London,Athletics,"RUDISHA, David Lekuta",KEN,Men,Gold
2012,London,Athletics,"AMOS, Nijel",BOT,Men,Silver
2012,London,Athletics,"KITUM, Timothy",KEN,Men,Bronze
2012,London,Athletics,"SAVINOVA, Mariya",RUS,Women,Gold
2012,London,Athletics,"SEMENYA, Caster",RSA,Women,Silver
2012,London,Athletics,"POISTOGOVA, Ekaterina",RUS,Women,Bronze
2012,London,Athletics,"EATON, Ashton",USA,Men,Gold
2012,London,Athletics,"HARDEE, Trey",USA,Men,Silver
2012,London,Athletics,"SUAREZ, Leonel",CUB,Men,Bronze
2012,London,Athletics,"HARTING, Robert",GER,Men,Gold
2012,London,Athletics,"HADADI, Ehsan",IRI,Men,Silver
2012,London,Athletics,"KANTER, Gerd",EST,Men,Bronze
2012,London,Athletics,"PERKOVIC, Sandra",CRO,Women,Gold
2012,London,Athletics,"LI, Yanfeng",CHN,Women,Silver
2012,London,Athletics,"BARRIOS, Yarelys",CUB,Women,Bronze
2012,London,Athletics,"PARS, Krisztian",HUN,Men,Gold
2012,London,Athletics,"KOZMUS, Primoz",SLO,Men,Silver
2012,London,Athletics,"MUROFUSHI, Koji",JPN,Men,Bronze
2012,London,Athletics,"WLODARCZYK, Anita",POL,Women,Gold
2012,London,Athletics,"HEIDLER, Betty",GER,Women,Silver
2012,London,Athletics,"ZHANG, Wenxiu",CHN,Women,Bronze
2012,London,Athletics,"ENNIS, Jessica",GBR,Women,Gold
2012,London,Athletics,"SCHWARZKOPF, Lilli",GER,Women,Silver
2012,London,Athletics,"CHERNOVA, Tatyana",RUS,Women,Bronze
2012,London,Athletics,"UKHOV, Ivan",RUS,Men,Gold
2012,London,Athletics,"KYNARD, Erik",USA,Men,Silver
2012,London,Athletics,"BARSHIM, Mutaz Essa",QAT,Men,Bronze
2012,London,Athletics,"DROUIN, Derek",CAN,Men,Bronze
2012,London,Athletics,"GRABARZ, Robert",GBR,Men,Bronze
2012,London,Athletics,"CHICHEROVA, Anna",RUS,Women,Gold
2012,London,Athletics,"BARRETT, Brigetta",USA,Women,Silver
2012,London,Athletics,"SHKOLINA, Svetlana",RUS,Women,Bronze
2012,London,Athletics,"WALCOTT, Keshorn",TTO,Men,Gold
2012,London,Athletics,"RUUSKANEN, Antti",FIN,Men,Silver
2012,London,Athletics,"VESELY, Vitezslav",CZE,Men,Bronze
2012,London,Athletics,"SPOTAKOVA, Barbora",CZE,Women,Gold
2012,London,Athletics,"OBERGFOELL, Christina",GER,Women,Silver
2012,London,Athletics,"STAHL, Linda",GER,Women,Bronze
2012,London,Athletics,"RUTHERFORD, Greg",GBR,Men,Gold
2012,London,Athletics,"WATT, Mitchell",AUS,Men,Silver
2012,London,Athletics,"CLAYE, Will",USA,Men,Bronze
2012,London,Athletics,"REESE, Brittney",USA,Women,Gold
2012,London,Athletics,"SOKOLOVA, Elena",RUS,Women,Silver
2012,London,Athletics,"DELOACH, Janay",USA,Women,Bronze
2012,London,Athletics,"KIPROTICH, Stephen",UGA,Men,Gold
2012,London,Athletics,"KIRUI, Abel",KEN,Men,Silver
2012,London,Athletics,"KIPROTICH, Wilson Kipsang",KEN,Men,Bronze
2012,London,Athletics,"GELANA, Tiki",ETH,Women,Gold
2012,London,Athletics,"JEPTOO, Priscah",KEN,Women,Silver
2012,London,Athletics,"PETROVA ARKHIPOVA, Tatyana",RUS,Women,Bronze
2012,London,Athletics,"LAVILLENIE, Renaud",FRA,Men,Gold
2012,London,Athletics,"OTTO, Bjorn",GER,Men,Silver
2012,London,Athletics,"HOLZDEPPE, Raphael",GER,Men,Bronze
2012,London,Athletics,"STUCZYNSKI, Jennifer",USA,Women,Gold
2012,London,Athletics,"SILVA, Yarisley",CUB,Women,Silver
2012,London,Athletics,"ISINBAEVA, Yelena",RUS,Women,Bronze
2012,London,Athletics,"MAJEWSKI, Tomasz",POL,Men,Gold
2012,London,Athletics,"STORL, David",GER,Men,Silver
2012,London,Athletics,"HOFFA, Reese",USA,Men,Bronze
2012,London,Athletics,"ADAMS, Valerie",NZL,Women,Gold
2012,London,Athletics,"GONG, Lijiao",CHN,Women,Silver
2012,London,Athletics,"LING, Li",CHN,Women,Bronze
2012,London,Athletics,"TAYLOR, Christian",USA,Men,Gold
2012,London,Athletics,"CLAYE, Will",USA,Men,Silver
2012,London,Athletics,"DONATO, Fabrizio",ITA,Men,Bronze
2012,London,Athletics,"RYPAKOVA, Olga",KAZ,Women,Gold
2012,London,Athletics,"IBARGUEN, Caterine",COL,Women,Silver
2012,London,Athletics,"SALADUKHA, Olga",UKR,Women,Bronze
2012,London,Badminton,"CAI, Yun",CHN,Men,Gold
2012,London,Badminton,"FU, Haifeng",CHN,Men,Gold
2012,London,Badminton,"BOE, Mathias",DEN,Men,Silver
2012,London,Badminton,"MOGENSEN, Carsten",DEN,Men,Silver
2012,London,Badminton,"CHUNG, Jaesung",KOR,Men,Bronze
2012,London,Badminton,"LEE, Yong Dae",KOR,Men,Bronze
2012,London,Badminton,"TIAN, Qing",CHN,Women,Gold
2012,London,Badminton,"ZHAO, Yunlei",CHN,Women,Gold
2012,London,Badminton,"FUJII, Mizuki",JPN,Women,Silver
2012,London,Badminton,"KAKIIWA, Reika",JPN,Women,Silver
2012,London,Badminton,"SOROKINA, Valeria",RUS,Women,Bronze
2012,London,Badminton,"VISLOVA, Nina",RUS,Women,Bronze
2012,London,Badminton,"ZHANG, Nan",CHN,Men,Gold
2012,London,Badminton,"ZHAO, Yunlei",CHN,Women,Gold
2012,London,Badminton,"MA, Jin",CHN,Women,Silver
2012,London,Badminton,"XU, Chen",CHN,Men,Silver
2012,London,Badminton,"FISCHER, Joachim",DEN,Men,Bronze
2012,London,Badminton,"PEDERSEN, Christinna",DEN,Women,Bronze
2012,London,Badminton,"LIN, Dan",CHN,Men,Gold
2012,London,Badminton,"LEE, Chong Wei",MAS,Men,Silver
2012,London,Badminton,"CHEN, Long",CHN,Men,Bronze
2012,London,Badminton,"LI, Xuerui",CHN,Women,Gold
2012,London,Badminton,"WANG, Yihan",CHN,Women,Silver
2012,London,Badminton,"NEHWAL, Saina",IND,Women,Bronze
2012,London,Basketball,"ANTHONY, Carmelo",USA,Men,Gold
2012,London,Basketball,"BRYANT, Kobe",USA,Men,Gold
2012,London,Basketball,"CHANDLER, Tyson",USA,Men,Gold
2012,London,Basketball,"DAVIS, Anthony",USA,Men,Gold
2012,London,Basketball,"DURANT, Kevin",USA,Men,Gold
2012,London,Basketball,"HARDEN, James",USA,Men,Gold
2012,London,Basketball,"IGUODALA, Andre",USA,Men,Gold
2012,London,Basketball,"JAMES, Lebron",USA,Men,Gold
2012,London,Basketball,"LOVE, Kevin",USA,Men,Gold
2012,London,Basketball,"PAUL, Chris",USA,Men,Gold
2012,London,Basketball,"WESTBROOK, Russell",USA,Men,Gold
2012,London,Basketball,"WILLIAMS, Deron",USA,Men,Gold
2012,London,Basketball,"CALDERON, Jose Manuel",ESP,Men,Silver
2012,London,Basketball,"CLAVER, Victor",ESP,Men,Silver
2012,London,Basketball,"FERNANDEZ, Rudy",ESP,Men,Silver
2012,London,Basketball,"GASOL, Marc",ESP,Men,Silver
2012,London,Basketball,"GASOL, Pau",ESP,Men,Silver
2012,London,Basketball,"IBAKA, Serge",ESP,Men,Silver
2012,London,Basketball,"LLULL, Sergio",ESP,Men,Silver
2012,London,Basketball,"NAVARRO, Juan-Carlos",ESP,Men,Silver
2012,London,Basketball,"REYES, Felipe",ESP,Men,Silver
2012,London,Basketball,"RODRIGUEZ, Sergio",ESP,Men,Silver
2012,London,Basketball,"SADA, Victor",ESP,Men,Silver
2012,London,Basketball,"SAN EMETERIO, Fernando",ESP,Men,Silver
2012,London,Basketball,"ANTONOV, Semen",RUS,Men,Bronze
2012,London,Basketball,"FRIDZON, Vitaly",RUS,Men,Bronze
2012,London,Basketball,"KARASEV, Sergey",RUS,Men,Bronze
2012,London,Basketball,"KAUN, Sasha",RUS,Men,Bronze
2012,London,Basketball,"KHRYAPA, Victor",RUS,Men,Bronze
2012,London,Basketball,"KHVOSTOV, Dmitry",RUS,Men,Bronze
2012,London,Basketball,"KIRILENKO, Andrei",RUS,Men,Bronze
2012,London,Basketball,"MONYA, Sergey",RUS,Men,Bronze
2012,London,Basketball,"MOZGOV, Timofey",RUS,Men,Bronze
2012,London,Basketball,"PONKRASHOV, Anton",RUS,Men,Bronze
2012,London,Basketball,"SHVED, Alexey",RUS,Men,Bronze
2012,London,Basketball,"VORONOV, Evgeny",RUS,Men,Bronze
2012,London,Basketball,"AUGUSTUS, Seimone",USA,Women,Gold
2012,London,Basketball,"BIRD, Sue",USA,Women,Gold
2012,London,Basketball,"CASH, Swin",USA,Women,Gold
2012,London,Basketball,"CATCHINGS, Tamika",USA,Women,Gold
2012,London,Basketball,"CHARLES, Tina",USA,Women,Gold
2012,London,Basketball,"FOWLES, Sylvia",USA,Women,Gold
2012,London,Basketball,"JONES, Asjha",USA,Women,Gold
2012,London,Basketball,"MCCOUGHTRY, Angel",USA,Women,Gold
2012,London,Basketball,"MOORE, Maya",USA,Women,Gold
2012,London,Basketball,"PARKER, Candace",USA,Women,Gold
2012,London,Basketball,"TAURASI, Diana",USA,Women,Gold
2012,London,Basketball,"WHALEN, Lindsay",USA,Women,Gold
2012,London,Basketball,"BEIKES, Clemence",FRA,Women,Silver
2012,London,Basketball,"DIGBEU, Jennifer",FRA,Women,Silver
2012,London,Basketball,"DUMERC, Celine",FRA,Women,Silver
2012,London,Basketball,"GODIN, Elodie",FRA,Women,Silver
2012,London,Basketball,"GOMIS, Emilie",FRA,Women,Silver
2012,London,Basketball,"GRUDA, Sandrine",FRA,Women,Silver
2012,London,Basketball,"LABORDE, Marion",FRA,Women,Silver
2012,London,Basketball,"LAWSON-WADE, Edwige",FRA,Women,Silver
2012,London,Basketball,"LEPRON, Florence",FRA,Women,Silver
2012,London,Basketball,"MIYEM, Endene",FRA,Women,Silver
2012,London,Basketball,"NDONGUE, Emmeline",FRA,Women,Silver
2012,London,Basketball,"YACOUBOU, Isabelle",FRA,Women,Silver
2012,London,Basketball,"BATKOVIC, Suzy",AUS,Women,Bronze
2012,London,Basketball,"BISHOP, Abby",AUS,Women,Bronze
2012,London,Basketball,"CAMBAGE, Elizabeth",AUS,Women,Bronze
2012,London,Basketball,"HARROWER, Kristi",AUS,Women,Bronze
2012,London,Basketball,"HODGES, Laura",AUS,Women,Bronze
2012,London,Basketball,"JACKSON, Lauren",AUS,Women,Bronze
2012,London,Basketball,"JARRY, Rachel",AUS,Women,Bronze
2012,London,Basketball,"MACLEOD, Kathleen",AUS,Women,Bronze
2012,London,Basketball,"OHEA, Jenna",AUS,Women,Bronze
2012,London,Basketball,"RICHARDS, Samantha",AUS,Women,Bronze
2012,London,Basketball,"SCREEN, Jennifer",AUS,Women,Bronze
2012,London,Basketball,"SNELL, Belinda",AUS,Women,Bronze
2012,London,Boxing,"JOSHUA, Anthony",GBR,Men,Gold
2012,London,Boxing,"CAMMARELLE, Roberto",ITA,Men,Silver
2012,London,Boxing,"DYCHKO, Ivan",KAZ,Men,Bronze
2012,London,Boxing,"MEDZHIDOV, Magomedrasul",AZE,Men,Bronze
2012,London,Boxing,"ZOU, Shiming",CHN,Men,Gold
2012,London,Boxing,"PONGPRAYOON, Kaeo",THA,Men,Silver
2012,London,Boxing,"AYRAPETYAN, David",RUS,Men,Bronze
2012,London,Boxing,"BARNES, Paddy",IRL,Men,Bronze
2012,London,Boxing,"ADAMS, Nicola",GBR,Women,Gold
2012,London,Boxing,"REN, Cancan",CHN,Women,Silver
2012,London,Boxing,"ESPARZA, Marlen",USA,Women,Bronze
2012,London,Boxing,"KOM, Mary",IND,Women,Bronze
2012,London,Boxing,"RAMIREZ CARRAZANA, Robeisy",CUB,Men,Gold
2012,London,Boxing,"NYAMBAYAR, Tugstsogt",MGL,Men,Silver
2012,London,Boxing,"ALOIAN, Misha",RUS,Men,Bronze
2012,London,Boxing,"CONLAN, Michael",IRL,Men,Bronze
2012,London,Boxing,"CAMPBELL, Luke",GBR,Men,Gold
2012,London,Boxing,"NEVIN, John Joe",IRL,Men,Silver
2012,London,Boxing,"ALVAREZ ESTRADA, Lazaro",CUB,Men,Bronze
2012,London,Boxing,"SHIMIZU, Satoshi",JPN,Men,Bronze
2012,London,Boxing,"LOMACHENKO, Vasyl",UKR,Men,Gold
2012,London,Boxing,"HAN, Soonchul",KOR,Men,Silver
2012,London,Boxing,"PETRAUSKAS, Evaldas",LTU,Men,Bronze
2012,London,Boxing,"TOLEDO LOPEZ, Yasniel",CUB,Men,Bronze
2012,London,Boxing,"IGLESIAS SOTOLONGO, Roniel",CUB,Men,Gold
2012,London,Boxing,"BERINCHYK, Denys",UKR,Men,Silver
2012,London,Boxing,"MANGIACAPRE, Vincenzo",ITA,Men,Bronze
2012,London,Boxing,"URANCHIMEG, Munkh-Erdene",MGL,Men,Bronze
2012,London,Boxing,"TAYLOR, Katie",IRL,Women,Gold
2012,London,Boxing,"OCHIGAVA, Sofya",RUS,Women,Silver
2012,London,Boxing,"ARAUJO, Adriana",BRA,Women,Bronze
2012,London,Boxing,"CHORIEVA, Mavzuna",TJK,Women,Bronze
2012,London,Boxing,"SAPIYEV, Serik",KAZ,Men,Gold
2012,London,Boxing,"EVANS, Freddie",GBR,Men,Silver
2012,London,Boxing,"SHELESTYUK, Taras",UKR,Men,Bronze
2012,London,Boxing,"ZAMKOVOY, Andrey",RUS,Men,Bronze
2012,London,Boxing,"MURATA, Ryota",JPN,Men,Gold
2012,London,Boxing,"FALCAO FLORENTINO, Esquiva",BRA,Men,Silver
2012,London,Boxing,"ATOEV, Abbos",UZB,Men,Bronze
2012,London,Boxing,"OGOGO, Anthony",GBR,Men,Bronze
2012,London,Boxing,"MEKHONTCEV, Egor",RUS,Men,Gold
2012,London,Boxing,"NIYAZYMBETOV, Adilbek",KAZ,Men,Silver
2012,London,Boxing,"FALCAO FLORENTINO, Yamaguchi",BRA,Men,Bronze
2012,London,Boxing,"GVOZDYK, Oleksandr",UKR,Men,Bronze
2012,London,Boxing,"SHIELDS, Claressa",USA,Women,Gold
2012,London,Boxing,"TORLOPOVA, Nadezda",RUS,Women,Silver
2012,London,Boxing,"LI, Jinzi",CHN,Women,Bronze
2012,London,Boxing,"VOLNOVA, Marina",KAZ,Women,Bronze
2012,London,Boxing,"USYK, Oleksandr",UKR,Men,Gold
2012,London,Boxing,"RUSSO, Clemente",ITA,Men,Silver
2012,London,Boxing,"MAMMADOV, Teymur",AZE,Men,Bronze
2012,London,Boxing,"PULEV, Tervel",BUL,Men,Bronze
2012,London,Canoe,"ESTANGUET, Tony",FRA,Men,Gold
2012,London,Canoe,"TASIADIS, Sideris",GER,Men,Silver
2012,London,Canoe,"MARTIKAN, Michal",SVK,Men,Bronze
2012,London,Canoe,"BAILLIE, Tim",GBR,Men,Gold
2012,London,Canoe,"STOTT, Etienne",GBR,Men,Gold
2012,London,Canoe,"FLORENCE, David",GBR,Men,Silver
2012,London,Canoe,"HOUNSLOW, Richard",GBR,Men,Silver
2012,London,Canoe,"HOCHSCHORNER, Pavol",SVK,Men,Bronze
2012,London,Canoe,"HOCHSCHORNER, Peter",SVK,Men,Bronze
2012,London,Canoe,"MOLMENTI, Daniele",ITA,Men,Gold
2012,London,Canoe,"HRADILEK, Vavrinec",CZE,Men,Silver
2012,London,Canoe,"AIGNER, Hannes",GER,Men,Bronze
2012,London,Canoe,"FER, Emilie",FRA,Women,Gold
2012,London,Canoe,"FOX, Jessica",AUS,Women,Silver
2012,London,Canoe,"CHOURRAUT, Maialen",ESP,Women,Bronze
2012,London,Canoe,"BRENDEL, Sebastian",GER,Men,Gold
2012,London,Canoe,"CAL, David",ESP,Men,Silver
2012,London,Canoe,"OLDERSHAW, Mark",CAN,Men,Bronze
2012,London,Canoe,"CHEBAN, Yuriy",UKR,Men,Gold
2012,London,Canoe,"SHUKLIN, Jevgenij",LTU,Men,Silver
2012,London,Canoe,"SHTYL, Ivan",RUS,Men,Bronze
2012,London,Canoe,"KRETSCHMER, Peter",GER,Men,Gold
2012,London,Canoe,"KUSCHELA, Kurt",GER,Men,Gold
2012,London,Canoe,"BAHDANOVICH, Aliaksandr",BLR,Men,Silver
2012,London,Canoe,"BAHDANOVICH, Andrei",BLR,Men,Silver
2012,London,Canoe,"KOROVASHKOV, Alexey",RUS,Men,Bronze
2012,London,Canoe,"PERVUKHIN, Ilya",RUS,Men,Bronze
2012,London,Canoe,"LARSEN, Eirik Veraas",NOR,Men,Gold
2012,London,Canoe,"VAN KOEVERDEN, Adam",CAN,Men,Silver
2012,London,Canoe,"HOFF, Max",GER,Men,Bronze
2012,London,Canoe,"MCKEEVER, Ed",GBR,Men,Gold
2012,London,Canoe,"CRAVIOTTO RIVERO, Saul",ESP,Men,Silver
2012,London,Canoe,"DE JONGE, Mark",CAN,Men,Bronze
2012,London,Canoe,"CARRINGTON, Lisa",NZL,Women,Gold
2012,London,Canoe,"OSYPENKO, Inna",UKR,Women,Silver
2012,London,Canoe,"JANIC, Natasa",HUN,Women,Bronze
2012,London,Canoe,"KOZAK, Danuta",HUN,Women,Gold
2012,London,Canoe,"OSYPENKO, Inna",UKR,Women,Silver
2012,London,Canoe,"HARTLEY, Bridgitte",RSA,Women,Bronze
2012,London,Canoe,"DOMBI, Rudolf",HUN,Men,Gold
2012,London,Canoe,"KOKENY, Roland",HUN,Men,Gold
2012,London,Canoe,"PIMENTA, Fernando",POR,Men,Silver
2012,London,Canoe,"SILVA, Emanuel",POR,Men,Silver
2012,London,Canoe,"HOLLSTEIN, Martin",GER,Men,Bronze
2012,London,Canoe,"IHLE, Andreas",GER,Men,Bronze
2012,London,Canoe,"DYACHENKO, Alexander",RUS,Men,Gold
2012,London,Canoe,"POSTRIGAY, Yury",RUS,Men,Gold
2012,London,Canoe,"MAKHNEU, Vadzim",BLR,Men,Silver
2012,London,Canoe,"PIATRUSHENKA, Raman",BLR,Men,Silver
2012,London,Canoe,"HEATH, Liam",GBR,Men,Bronze
2012,London,Canoe,"SCHOFIELD, Jon",GBR,Men,Bronze
2012,London,Canoe,"DIETZE, Tina",GER,Women,Gold
2012,London,Canoe,"WEBER, Franziska",GER,Women,Gold
2012,London,Canoe,"JANIC, Natasa",HUN,Women,Silver
2012,London,Canoe,"KOVACS, Katalin",HUN,Women,Silver
2012,London,Canoe,"MIKOLAJCZYK, Beata",POL,Women,Bronze
2012,London,Canoe,"NAJA, Karolina",POL,Women,Bronze
2012,London,Canoe,"CLEAR, Jacob",AUS,Men,Gold
2012,London,Canoe,"SMITH, David",AUS,Men,Gold
2012,London,Canoe,"SMITH, Tate",AUS,Men,Gold
2012,London,Canoe,"STEWART, Murray",AUS,Men,Gold
2012,London,Canoe,"KAMMERER, Zoltan",HUN,Men,Silver
2012,London,Canoe,"KULIFAI, Tamas",HUN,Men,Silver
2012,London,Canoe,"PAUMAN, Daniel",HUN,Men,Silver
2012,London,Canoe,"TOTH, David",HUN,Men,Silver
2012,London,Canoe,"DOSTAL, Josef",CZE,Men,Bronze
2012,London,Canoe,"HAVEL, Daniel",CZE,Men,Bronze
2012,London,Canoe,"STERBA, Jan",CZE,Men,Bronze
2012,London,Canoe,"TREFIL, Lukas",CZE,Men,Bronze
2012,London,Canoe,"FAZEKAS, Krisztina",HUN,Women,Gold
2012,London,Canoe,"KOVACS, Katalin",HUN,Women,Gold
2012,London,Canoe,"KOZAK, Danuta",HUN,Women,Gold
2012,London,Canoe,"SZABO, Gabriella Timea",HUN,Women,Gold
2012,London,Canoe,"DIETZE, Tina",GER,Women,Silver
2012,London,Canoe,"LEONHARDT, Carolin Martina",GER,Women,Silver
2012,London,Canoe,"WAGNER-AUGUSTIN, Katrin",GER,Women,Silver
2012,London,Canoe,"WEBER, Franziska",GER,Women,Silver
2012,London,Canoe,"KHUDZENKA, Volha",BLR,Women,Bronze
2012,London,Canoe,"PAMIALOVA, Iryna",BLR,Women,Bronze
2012,London,Canoe,"PAPOK, Nadzeya",BLR,Women,Bronze
2012,London,Canoe,"PAUTARAN, Maryna",BLR,Women,Bronze
2012,London,Cycling,"STROMBERGS, Maris",LAT,Men,Gold
2012,London,Cycling,"WILLOUGHBY, Sam",AUS,Men,Silver
2012,London,Cycling,"OQUENDO ZABALA, Carlos Mario",COL,Men,Bronze
2012,London,Cycling,"PAJON, Mariana",COL,Women,Gold
2012,London,Cycling,"WALKER, Sarah",NZL,Women,Silver
2012,London,Cycling,"SMULDERS, Laura",NED,Women,Bronze
2012,London,Cycling,"VINOKUROV, Alexandr",KAZ,Men,Gold
2012,London,Cycling,"URAN URAN, Rigoberto",COL,Men,Silver
2012,London,Cycling,"KRISTOFF, Alexander",NOR,Men,Bronze
2012,London,Cycling,"VOS, Marianne",NED,Women,Gold
2012,London,Cycling,"ARMITSTEAD, Elizabeth",GBR,Women,Silver
2012,London,Cycling,"ZABELINSKAYA, Olga",RUS,Women,Bronze
2012,London,Cycling,"WIGGINS, Bradley",GBR,Men,Gold
2012,London,Cycling,"MARTIN, Tony",GER,Men,Silver
2012,London,Cycling,"FROOME, Christopher",GBR,Men,Bronze
2012,London,Cycling,"ARMSTRONG, Kristin",USA,Women,Gold
2012,London,Cycling,"ARNDT, Judith",GER,Women,Silver
2012,London,Cycling,"ZABELINSKAYA, Olga",RUS,Women,Bronze
2012,London,Cycling,"HOY, Chris",GBR,Men,Gold
2012,London,Cycling,"LEVY, Maximilian",GER,Men,Silver
2012,London,Cycling,"MULDER, Teun",NED,Men,Bronze
2012,London,Cycling,"VAN VELTHOOVEN, Simon",NZL,Men,Bronze
2012,London,Cycling,"PENDLETON, Victoria",GBR,Women,Gold
2012,London,Cycling,"GUO, Shuang",CHN,Women,Silver
2012,London,Cycling,"LEE, Wai Sze",HKG,Women,Bronze
2012,London,Cycling,"HANSEN, Lasse Norman",DEN,Men,Gold
2012,London,Cycling,"COQUARD, Bryan",FRA,Men,Silver
